latitude,longitude
35.404019,44.339455
32.161864,35.137217
32.874613000000004,13.118048000000002
31.585831,67.028191
32.051371,34.754664
36.340133,43.13
32.940799,35.495406
34.730609,36.715225
26.13,50.555
34.475521,43.731014
33.7,45.083333
33.356781,44.484232
32.884051,67.90467
34.542778000000006,72.30805600000001
6.741014999999999,14.948694
43.171028,46.836731
15.411662,12.765903999999999
36.375125,43.170389
24.960603,67.062575
31.53828,34.536952
33.325,44.422
32.305706,66.53137199999999
35.46883,44.39098
33.298668,44.423196999999995
34.341944,62.203056000000004
4.84173,31.603631
35.468739,44.391315000000006
31.558212,34.543305
14.41187,44.836514
22.632149,86.76431099999999
34.499217,69.21325300000001
36.734772,70.811995
13.941876,121.16441999999999
33.368140999999994,44.363851000000004
7.125031,125.625952
35.318497,43.786136
31.617666999999997,65.675942
29.848224,31.336862
25.1363,62.324216
36.641110999999995,3.8883339999999995
34.0,71.383333
33.971278999999996,44.926682
6.686475,101.139088
33.251389,44.391944
32.751111,36.305278
0.49303500000000006,29.472642999999998
34.531926,69.16641700000001
17.364697,102.815892
12.407454,-16.519968
12.787096,45.007272
13.347388,24.984044
34.434166999999995,70.447778
33.177132,68.781077
28.494168,68.17907
18.249001999999997,121.87878300000001
35.5111,36.3064
13.723419,101.658222
26.98,94.63
46.482516,30.723312
33.416581,43.300413
-1.185569,29.446951000000002
35.54006,35.798009
36.34,43.13
54.597269,-5.930109
32.969553999999995,70.276258
-0.451787,39.643758
30.354260999999997,66.945189
43.047362,44.665748
34.004274,71.5448
22.820166,89.555801
34.341944,62.203056000000004
34.788274,44.667751
18.197401,120.590682
33.75,44.633333
20.431944,98.165
34.195475,72.047455
28.926185999999998,81.64734399999999
6.296119999999999,101.728127
30.824685,34.921618
33.773047999999996,69.89196700000001
34.885611,44.63922
32.116667,20.066667000000002
35.665279999999996,6.648060000000001
33.3,44.4
31.216403999999997,34.11217
2.142623,45.116717
15.355873,44.213536
10.674586,13.295229999999998
14.678733,-0.462031
6.72963,101.0959
4.682275,46.61542
12.615547,124.05756000000001
25.330097,90.563609
2.0333330000000003,45.35
25.513493,90.203908
31.522694,34.595581
30.59276,67.027524
25.903798000000002,93.740234
33.291944,44.065556
34.183651,45.122219
32.970527000000004,70.277947
35.12915,64.991592
33.251366,44.391971000000005
32.191878,67.189449
54.610577,-5.931576000000001
33.341954,44.276324
31.639093,35.21249
29.142376000000002,69.09956600000001
32.813309999999994,13.105086
13.076936,123.701406
22.424109,87.318986
43.72701164,45.71264076
3.375833,-74.801389
33.754715000000004,44.649029999999996
2.017932,45.306751
36.34,43.13
7.382613,124.81825900000001
33.36723,44.402241
31.669316,34.570802
33.551708000000005,68.420464
35.469596,44.391234999999995
26.148541,62.01361899999999
15.364572,44.048877000000005
32.116049,20.071231
34.435767,35.851304
-1.538699,29.308633
34.697026,69.273548
34.929167,43.493056
12.700386,124.033245
6.426823000000001,101.824288
23.762264000000002,86.00206899999999
23.593697,83.990298
36.729434999999995,3.4986870000000003
33.79222,42.444521
26.513087,92.060436
34.211475,74.343896
2.053959,45.290448
33.251279,44.391988
26.486718,89.955093
33.850186,42.550596999999996
20.271944,81.49305600000001
55.696563,37.781218
32.264539,68.524715
2.058758,45.351039
43.269166999999996,44.908611
32.375081,62.115759
36.722865999999996,71.225247
32.106833,20.078691
2.998638,-75.30561999999999
33.666343,44.380187
42.978367999999996,47.491066
49.638504,36.482826
5.036630000000001,7.915531
16.273716,-0.050414999999999995
34.053333,71.24972199999999
33.465833,70.091111
32.126683,75.46345600000001
0.685004,-76.60475100000001
-4.0914209999999995,137.11746100000002
34.0,71.32
34.275203999999995,44.538339
7.282128999999999,125.857401
37.925113,23.702291
33.416667,43.3
41.919219,8.738625
33.89922,68.652413
11.833333,13.15
4.824167,7.0425
2.784541,41.789835
19.723535000000002,81.242411
33.098836999999996,44.584951000000004
33.708988,73.053857
6.991314999999999,125.188379
2.0333330000000003,45.35
28.458421,68.133223
6.687966,124.678774
12.89985,23.47687
34.013846,44.447697999999995
15.466342000000001,45.324740999999996
6.5411019999999995,101.280408
9.753099,28.410390000000003
2.6585520000000002,46.009069000000004
48.585214,39.184383000000004
38.003837,23.741360999999998
-1.28518,36.821107
10.315699,123.88543700000001
33.431899,43.311566
18.610349,81.966971
44.745913,20.399672
2.037534,45.337433000000004
24.893379,67.028061
34.11677879999999,71.16651540000001
6.9483440000000005,124.44111000000001
33.810059,35.597287
33.330474,44.412959
32.032916,44.399648
